ticker
MASI
EXEL
DRI
WAB
RMD
TTWO
PFC
FBMS
TGTX
IVAC
AEE
SPH
CSGS
PEGA
NRG
VRSN
OPCH
CSV
AMSF
DXPE
UNFI
TGI
OGE
DGX
GEL
STLD
ANIP
SLP
GPI
FE
RIGL
CWT
ISRG
FIX
RL
OSIS
YUM
RVSB
PSMT
PRDO
FDP
ED
FFIV
MRCY
MSTR
FHI
AWR
WCN
CSGP
IDA
RSG
EPD
NFLX
LKQ
HSII
AXON
KTOS
PTCT
CXW
BKNG
LTBR
ARLP
CORT
CHTR
TDY
HSTM
MKL
MELI
EW
MDLZ
TXNM
HAFC
BBW
TPR
CMRX
NDAQ
NTGR
BECN
PRA
NOC
CVGW
INFN
WTW
COR
MA
PODD
CME
LRN
MDGL
WNEB
HALO
MGEE
X
NEM
TBRG
CVLT
NIC
MOH
APEI
FENC
CCK
CMP
LQDT
TDG
UTI
FTNT
ANGO
CLPT
MOS
OMER
LINC
DPZ
PFIE
HURN
SPOK
PBH
EXLS
MNTX
CNSL
BCOV
CTRN
EVRI
ATRC
META
HOMB
LYV
HEES
ATEC
PGEN
SPR
ADMA
CPRX
WLDN
III
NOW
BERY
EIG
IBKR
TFSL
BR
CNK
AROC
TRGP
SLS
VEEV
KAR
PCRX
LPLA
G
FFNW
PBYI
SSNC
V
ULTA
IDCC
CALX
TITN
CRMD
AWK
PM
KDP
IPI
FSK
AR
LOPE
TVTX
VRSK
PRLB
EBMT
GRPN
HII
RGLS
UI
CHEF
ALKS
USAC
VSTM
GWRE
POST
TGLS
TPST
NGVC
ABBV
MPLX
SUN
EVTC
IBTX
ITCI
ICE
MUSA
SFM
PINC
ALLE
TBPH
OGS
BB
WNS
CWST
RYI
CNH
DNOW
ENVA
PAYC
LMB
PCTY
ATEN
HRTG
CTLT
SAGE
AKBA
TARA
ENLC
GDDY
TPB
KALV
WBA
CDTX
VIRT
SUM
RBA
NTRA
BNED
STE
BSM
ATYR
OLLI
PLNT
OOMA
AGR
PEN
PFGC
AXSM
KNSL
CPS
TIPT
TSLX
SIEB
AVXL
BYRN
USFD
SSRM
KINS
OPRX
SCWX
NTNX
PTGX
YUMC
REVG
IRTC
ARCH
COOP
FTI
CKPT
LAUR
CVNA
JCI
OKTA
SEI
FPH
BOC
MVIS
HESM
AUPH
CIA
ATUS
ESQ
AM
VRNA
CELH
CQP
RDFN
HFFG
RYTM
ALTR
ACMR
ZLAB
MCB
EYE
AGS
ADT
ZS
DBX
RDVT
ZUO
SMAR
DOCU
GSHD
ROAD
SRRK
MRBK
EVRG
MGTX
XERS
STIM
BJ
EVER
CCB
IIIV
BE
LQDA
CBNK
GH
SWI
LIN
ETON
INMB
GOSS
EPSN
TW
PLMR
ZM
TRVI
UBER
CTVA
CRWD
CHWY
AKRO
BBIO
ADPT
PHR
MIRM
CFB
NET
SWTX
XGN
CRNC
OPRT
BRBR
FRHC
PGNY
PPTA
ARQT
SDGR
OTIS
NUTX
FUBO
FNGR
TTAN
PSIX
PVLA
ONC
CEPO
ALDF
VCIC
SBXD
CUB
CCIX
BTSG
BATRA
NETD
CRBG
RENE
AMPX
HTZ
AISP
AUR
SOUN
PL
DAVE
RGTI
EXE
RUM
CTV
BBAI
TRIN
PDYN
SES
AMPS
MTTR
LFMD
GRND
HIPO
IONQ
ACHR
QBTS
NN
NRDY
SOFI
OPFI
RKLB
CLBT
EVLV
LMND
MIR
ML
TALK
EOSE
TMC
MP
CLOV
HWM
AEP
AFL
AIG
UNM
ATRO
WRB
BA
JPM
TAP
CW
FHN
GATX
GE
HEI
LNC
WFC
WTRG
PBI
SJM
SO
TRC
TSN
RTX
WSO
SCHW
GL
CDMO
ONB
HL
VZ
T
BANF
BPOP
DGICA
PPC
CMS
PARA
USM
C
HIG
UGI
BSX
GS
MS
ALL
FLG
SNEX
HTLF
COF
LGF.B
DTE
THG
IDT
SLM
AFG
TDS
EBAY
BRK.B
EXC
NI
SR
CNP
BKH
GLAD
AXS
CNO
AGO
TMUS
ARCC
GAIN
RBC
DUK
GME
FNF
BKD
MWA
ESGR
BK
DFS
MAIN
HCI
SLRC
AVGO
ATLC
AL
OFS
KMI
FWONA
CWEN
SPNT
SLNO
LBRDA
AAMI
ZG
ENB
RMNI
PLYA
BHF
VST
SMPL
BBCP
SAR
BWB
EQH
POWW
GTX
GCMG
ASLE
FOXA
MVST
FOA
HIMS
MAPS
AVPT
CURI
PRCH
AEVA
RSI
TOI
SFD
KRMN
MRP
HVII
PLMK
TDAC
DRDB
MLAC
JACS
FACT
GSRT
NTWO
BACQ
OACC
BEAG
CCIR
LPBB
POLE
BSII
HOND
VACH
EQV
AAM
MBAV
SIMA
ALF
GPAT
CLBR
ANSC
HYAC
AACT
SGI
HCAI
DMAA
SKBL
UFG
PHH
YSXT
SNRE
SOBO
LTM
FER
VIK
MRX
JUNE
AS
KGEI
ODD
VTMX
INDV
LAES
HSAI
QSG
BAM
ATAT
VOXR
TFPM
HLN
INTR
ZTEK
BBUC
POET
AZ
TSAT
SKE
IHS
SRAD
DOLE
GAMB
STVN
GHRS
YMM
NEXN
BZ
MNDY
NMG
WDH
VALN
VCSA
GRRR
EM
ZH
TUYA
ARQQ
CGNT
SATL
OCG
RNW
YSG
LU
BUR
SGHC
GRAB
YALA
XPEV
CVAC
BEKE
GENI
AMBP
VSTA
LI
CGAU
VLN
DADA
KC
GAUZ
SII
RY
CCEP
TCOM
BLX
GLNG
ESLT
TATT
HMC
GFI
DOX
BIDU
HDB
FMS
GILT
DAC
SONY
SSYS
TM
NTES
MUFG
ITRN
NCTY
ALLT
PERI
CHKP
MFG
RDWR
TRP
ATHM
VNET
HTHT
TK
AER
NOK
NWG
MMYT
SHOP
BN
RYAAY
DHT
BABA
PSO
ASR
XNET
TEO
YPF
CCU
TRI
WB
CHT
DBVT
IRS
SAP
SNY
JD
ABEV
KNOP
CYBR
ERJ
PAC
TEF
DB
VIV
AEG
CLS
ICL
MT
KMDA
CX
NVS
CPA
MFH
BCS
BUD
SNN
ASND
AGRO
VEON
FNV
PAM
RACE
GSK
TD
KEP
BMO
AEM
GOLD
KGC
FSM
WPM
SAND
AG
CAE
EGO
CM
SLF
MFC
VOD
VRN
BAP
PBA
AU
HSBC
BMA
PAAS
NTB
TRVG
ENIC
OR
UL
NOMD
GDS
YRD
KT
CYD
AQN
AGI
STN
ITUB
TGS
ARGX
IAG
DESP
NESR
FTS
SBS
BBD
SBSW
OMAB
TIMB
ING
WF
IBN
KOF
LYG
PUK
SUPV
FMX
NGG
ELP
BSAC
RELX
EBR
BCH
LOMA
QD
SE
FINV
LX
IGIC
BVN
ERIC
SPOT
AMX
BTI
CAAP
PAGS
BSBR
NTR
GB
OPRA
CANG
CRESY
CIB
AVAL
GGAL
EDN
TAK
XYF
NIU
STNE
TLSA
TME
QFIN
TIGO
FUTU
TIGR
ALC
JFIN
FLNG
DOYU
IFS
AFYA
THTX
DAO
XP
EH
GFL
EVO
